RANK,TIERS,PLAYER,TEAM,UPSIDE,BUST,SOS SEASON,ECR VS. ADP,AVG_DIFF,PCT_OVER,POSITION,POS_RANK,BYE_WEEK,ESPN,Sleeper,CBS,NFL,RTSports,Fantrax,ADP_AVG,ADP_REALTIME,PASS_ATT,PASS_CMP,PASS_YDS,PASS_TDS,PASS_INTS,RUSH_ATT,RUSH_YDS,RUSH_TDS,FL,FPTS,REC,REC_YDS,REC_TDS,K_FG,K_FGA,K_XPT,DST_SACK,DST_INT,DST_FR,DST_FF,DST_TD,DST_SAFETY,DST_PA,DST_YDS_AGN,2024_PASS_CMP,2024_PASS_ATT,2024_PASS_PCT,2024_PASS_YDS,2024_PASS_YA,2024_PASS_TD,2024_PASS_INT,2024_PASS_SACKS,2024_RUSH_ATT,2024_RUSH_YDS,2024_RUSH_TD,2024_FL,2024_G,2024_FPTS,2024_FPTS_PER_G,2024_ROST,2024_RUSH_YA,2024_RUSH_LG,2024_RUSH_20PLUS,2024_REC_TGT,2024_REC,2024_REC_YDS,2024_REC_YR,2024_REC_TD,2024_REC_LG,2024_REC_20PLUS,2024_K_FG,2024_K_FGA,2024_K_FG_PCT,2024_K_FG_LG,2024_K_FG_1_19,2024_K_FG_20_29,2024_K_FG_30_39,2024_K_FG_40_49,2024_K_FG_50PLUS,2024_K_XPT,2024_K_XPA,2024_DST_SACK,2024_DST_INT,2024_DST_FR,2024_DST_FF,2024_DST_DEF_TD,2024_DST_SFTY,2024_DST_SPC_TD
300,13,Chris Brooks,GB,2,5,4,-,0.7,40% (4/10),RB,89,5,,,,423,,426,424.5,,,,,,,27.4,136.6,0.9,0,24.1,7.3,48.5,0.1,,,,,,,,,,,,,,,,,,,,36,183,1,0,13,31.2,2.4,0.80%,5.1,23,1,13,11,69,6.3,0,,,,,,,,,,,,,,,,,,,,
301,13,Tyler Shough,NO,4,4,3,-51,-,-,QB,34,11,,315,,383,,243,313.7,,102.2,64.3,884.8,4.3,3.5,14.2,75.3,0.4,1.3,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,13,Cleveland Browns,CLE,3,5,3,31,-0.8,43% (7/16),DST,21,9,,,,,,,302,,,,,,,,,,,98.7,,,,,,,44.9,11.1,9.2,14.4,2.2,0,420.9,"5,982.70",,,,,,,,,,,,,17,81,4.8,69.60%,,,,,,,,,,,,,,,,,,,,,,41,4,8,11,1,1,1
303,13,Spencer Rattler,NO,2,5,3,-45,-0.9,50% (3/6),QB,35,11,,,,336,,345,340.5,,447.7,270.4,"2,831.40",15.2,9.8,44.1,235.2,1.2,4,186.8,,,,,,,,,,,,,,,130,228,57,"1,317",5.8,4,5,22,18,146,0,3,7,72.2,10.3,2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,13,Luke McCaffrey,WAS,3,4,3,-,-1.8,25% (4/16),WR,106,12,241,,,303,,292,278.7,,,,,,,0,1,0,0.1,32.9,13.2,136.1,1,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,34.8,2,7.50%,,,,24,18,168,9.3,0,30,2,,,,,,,,,,,,,,,,,,
305,13,Terrance Ferguson,LAR,1,5,2,-45,-,-,TE,36,8,260,279,,366,,300,301.3,,,,,,,,,,0.4,34.1,23,235.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,13,Jermaine Burton,CIN,3,4,3,-,-0.4,16% (2/12),WR,107,10,451,383,,541,,517,473,,,,,,,0,2,0,0.1,48,15.7,205.2,2,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,14.7,1.1,0.60%,,,,14,4,107,26.8,0,47,2,,,,,,,,,,,,,,,,,,
307,13,Samaje Perine,CIN,2,5,3,12,0.2,50% (8/16),RB,90,10,,,,312,,441,376.5,,,,,,,49.5,201.6,1.3,0.7,48.4,18.4,161.8,0.9,,,,,,,,,,,,,,,,,,,,20,92,1,0,17,53.4,3.1,6.20%,4.6,13,0,35,28,322,11.5,1,,,,,,,,,,,,,,,,,,,,
308,13,Zamir White,LV,3,4,3,-,-4.3,12% (1/8),RB,91,8,235,,,352,,374,320.3,,,,,,,67.9,263.3,1.6,0.1,46,11.5,80.5,0.4,,,,,,,,,,,,,,,,,,,,65,183,1,2,8,23.3,2.9,0.90%,2.8,17,0,8,6,30,5,0,,,,,,,,,,,,,,,,,,,,
309,13,Noah Fant,CIN,2,5,4,-4,-0.4,38% (5/13),TE,37,10,,380,,259,,317,318.7,,,,,,,,,,0.1,52.7,37.2,381,2.4,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,56,4,3.60%,,,,64,48,500,10.4,1,32,3,,,,,,,,,,,,,,,,,,
310,13,Tutu Atwell,LAR,3,5,3,6,0,43% (7/16),WR,108,8,,355,,329,,262,315.3,,,,,,,4.3,20.2,0.1,0.1,106.3,39.9,507.9,2.2,,,,,,,,,,,,,,,,,,,,2,7,0,0,17,98.9,5.8,1.70%,,,,62,42,562,13.4,0,50,10,,,,,,,,,,,,,,,,,,
311,13,Tyler Higbee,LAR,2,5,2,3,1.1,50% (1/2),TE,38,8,,346,,278,,282,302,,,,,,,,,,0.1,64.2,45.2,423.9,3.7,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,18.6,6.2,3.70%,,,,12,8,66,8.3,2,17,0,,,,,,,,,,,,,,,,,,
312,13,Cam Little,JAC,3,5,1,-33,0.1,43% (7/16),K,19,8,167,138,197,157,222,200,180.2,180  -2,,,,,,,,,,118.8,,,,27.4,30.7,36.5,,,,,,,,,,,,,,,,,,,,,17,126,7.4,21.50%,,,,,,,,,,,27,29,93.1,59,0,8,6,8,5,27,27,,,,,,,
313,13,Audric Estime,NO,2,4,3,-12,-0.5,41% (5/12),RB,92,11,,377,,356,,295,342.7,,,,,,,0,20,0,0,2.6,1,6,0,,,,,,,,,,,,,,,,,,,,76,310,2,1,13,43.7,3.4,1.10%,4.1,21,1,5,5,27,5.4,0,,,,,,,,,,,,,,,,,,,,
314,13,Ty Chandler,MIN,2,4,3,-,-1.5,25% (4/16),RB,93,6,279,,,379,,522,393.3,,,,,,,19.3,97.3,0.7,0,17.8,4.9,34.4,0.1,,,,,,,,,,,,,,,,,,,,56,182,0,0,15,22.4,1.5,0.90%,3.3,25,1,6,6,42,7,0,,,,,,,,,,,,,,,,,,,,
315,13,Taysom Hill,NO,2,4,3,-11,4.6,50% (4/8),TE,39,11,246,370,,294,,410,330,,,,,,,,,,0,13.2,2.3,22,0,,,,,,,,,,,,,,,,,,,,39,278,6,1,8,80.3,10,2.70%,,,,31,23,187,8.1,0,34,2,,,,,,,,,,,,,,,,,,
316,13,Josh Reynolds,NYJ,2,45,4,-,-1.4,37% (3/8),WR,109,9,,,,480,,342,411,,,,,,,0,0,0,0.1,104.5,37.1,483.7,3.2,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,38.4,4.8,3.00%,,,,24,13,194,14.9,1,49,4,,,,,,,,,,,,,,,,,,
317,13,Phil Mafah,DAL,2,5,3,-,-,-,RB,94,10,,,,795,,404,599.5,,,,,,,0,61.5,0.5,0,10.3,1.5,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,13,Brandon McManus,GB,2,5,3,-49,0.7,50% (5/10),K,20,5,215,,205,204,208,299,226.2,255  -36,,,,,,,,,,127.7,,,,27.7,32.3,44.5,,,,,,,,,,,,,,,,,,,,,11,99,9,27.00%,,,,,,,,,,,20,21,95.2,55,0,5,9,3,3,30,30,,,,,,,
319,13,Xavier Restrepo,TEN,2,5,2,-24,-,-,WR,110,10,385,323,,560,,339,401.8,,,,,,,0,2,0,0,14.2,4,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,13,A.J. Dillon,PHI,2,5,3,-10,-,-,RB,95,9,326,,,314,,306,315.3,,,,,,,37,154.1,1.3,0,26.5,3.5,28.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,13,Oronde Gadsden II,LAC,4,5,2,-10,-,-,TE,40,12,,333,,539,,347,406.3,,,,,,,,,,0.1,28.8,19.1,195.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,13,Kimani Vidal,LAC,4,4,4,-,-1.6,11% (1/9),RB,96,12,,,,549,,502,525.5,,,,,,,39.6,95.1,0.5,0,19.7,6.4,48.8,0.4,,,,,,,,,,,,,,,,,,,,43,155,0,0,10,27.7,2.8,84.50%,3.6,19,0,9,5,62,12.4,1,,,,,,,,,,,,,,,,,,,,
323,13,Raheim Sanders,CLE,2,5,4,-,-,-,RB,97,9,350,,,632,,,491,,,,,,,14,56,0.5,0,9.8,1.5,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,13,KaVontae Turpin,DAL,3,4,2,-,1.6,43% (7/16),WR,111,10,,,,243,,312,277.5,,,,,,,8.3,57.9,0.5,0.7,71.3,23.7,289.7,1.9,,,,,,,,,,,,,,,,,,,,16,92,0,1,17,104.2,6.1,4.70%,,,,52,31,420,13.5,2,64,6,,,,,,,,,,,,,,,,,,
325,13,Tez Johnson,TB,3,5,4,-,-,-,WR,112,9,300,,,403,,336,346.3,,,,,,,0,0,0,0,10.3,4,49.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,13,Jordan Whittington,LAR,3,4,3,-18,-0.4,36% (4/11),WR,113,8,,356,,465,,328,383,,,,,,,1.1,13.9,0,0.1,89,33.9,395,2.4,,,,,,,,,,,,,,,,,,,,2,12,0,0,15,52.5,3.5,3.10%,,,,28,22,293,13.3,0,50,4,,,,,,,,,,,,,,,,,,
327,13,New York Giants,NYG,2,5,2,-65,-0.6,37% (6/16),DST,22,14,,,,,,,327,,,,,,,,,,,107.6,,,,,,,50.6,10.4,11.9,19.2,2,0,420,"5,832.00",,,,,,,,,,,,,17,91,5.4,7.40%,,,,,,,,,,,,,,,,,,,,,,45,5,10,15,0,0,2
328,13,Jaylin Lane,WAS,2,4,3,-35,-,-,WR,114,12,384,,,555,,459,466,,,,,,,2.2,13.5,0.1,0.1,20.2,6.9,79.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,13,Khalil Herbert,NYJ,2,5,4,-4,-1.7,15% (2/13),RB,98,9,283,,,450,,451,394.7,,,,,,,98.1,229.3,1.6,0,39.3,8.3,50.4,0.3,,,,,,,,,,,,,,,,,,,,36,130,1,0,12,21.5,1.8,0.60%,3.6,14,0,11,10,25,2.5,0,,,,,,,,,,,,,,,,,,,,
330,13,Tyler Conklin,LAC,2,4,2,-45,0.7,46% (7/15),TE,41,12,306,361,,263,,294,306,,,,,,,,,,0,45.9,33.5,324.6,2.3,,,,,,,,,,,,,,,,,,,,1,0,0,0,16,70.9,4.4,0.90%,,,,72,51,449,8.8,4,27,7,,,,,,,,,,,,,,,,,,
331,13,Shedeur Sanders,CLE,2,5,5,-70,-,-,QB,36,9,211,228,,215,,291,236.3,253  -5,95.2,58.2,649.2,3.1,2.5,11.8,37,0.1,1,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,13,Noah Brown,WAS,2,4,3,-,0.5,50% (6/12),WR,115,12,,,,369,,446,407.5,,,,,,,0,0,0,0.1,90,33.8,434.1,2.2,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,86.3,7.8,0.90%,,,,56,35,453,12.9,1,52,4,,,,,,,,,,,,,,,,,,
333,13,Ben Sinnott,WAS,2,5,2,-21,-0.4,21% (3/14),TE,42,12,,334,,466,,338,379.3,,,,,,,,,,0,26.1,17.7,174.2,1.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,8.8,0.5,0.90%,,,,5,5,28,5.6,1,12,0,,,,,,,,,,,,,,,,,,
334,13,Damien Martinez,FA,2,4,4,-3,-,-,RB,99,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,13,Sincere McCormick,SF,2,5,3,-,-0.7,75% (3/4),RB,100,14,,,,458,,,458,,,,,,,0,25,0,0,3.1,1,6,0,,,,,,,,,,,,,,,,,,,,39,183,0,0,4,21.2,5.3,0.60%,4.7,29,1,7,6,29,4.8,0,,,,,,,,,,,,,,,,,,,,
336,13,Will Dissly,LAC,2,4,2,-,-0.1,42% (6/14),TE,43,12,329,,,304,,423,352,,,,,,,,,,0.1,52.8,38.4,376.9,2.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,60.1,4,0.60%,,,,64,50,481,9.6,2,29,5,,,,,,,,,,,,,,,,,,
337,13,KeAndre Lambert-Smith,LAC,2,5,2,-1,-,-,WR,116,12,282,,,385,,327,331.3,,,,,,,0,3,0,0,17.3,5.9,77.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,13,AJ Barner,SEA,3,4,2,-,0.8,37% (6/16),TE,44,8,,,,293,,420,356.5,,,,,,,,,,0.1,44.8,32.3,305.6,2.4,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,48.5,2.9,13.80%,,,,38,30,245,8.2,4,20,1,,,,,,,,,,,,,,,,,,
339,13,Olamide Zaccheaus,CHI,3,5,3,-61,1.2,31% (5/16),WR,117,5,342,,,363,,344,349.7,,,,,,,1.1,6,0,0.1,38.5,15,165.4,1.1,,,,,,,,,,,,,,,,,,,,1,8,0,1,17,112.4,6.6,1.20%,,,,64,45,506,11.2,3,49,5,,,,,,,,,,,,,,,,,,
340,13,Dawson Knox,BUF,2,4,3,-,-0.4,31% (5/16),TE,45,7,227,,,246,,424,299,,,,,,,,,,0,35.2,21.9,237.8,1.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,37.1,2.3,1.30%,,,,33,22,311,14.1,1,39,7,,,,,,,,,,,,,,,,,,
341,13,Jason Myers,SEA,3,5,3,-,0.7,56% (9/16),K,21,8,,,,178,,298,238,230  +101,,,,,,,,,,116.6,,,,27.5,31.1,34.2,,,,,,,,,,,,,,,,,,,,,17,140,8.2,54.80%,,,,,,,,,,,26,30,86.7,59,0,4,6,7,9,37,40,,,,,,,
342,13,Diontae Johnson,FA,2,4,4,-44,-2.5,23% (3/13),WR,118,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,0,11,89.1,8.1,3.10%,,,,67,33,375,11.4,3,39,5,,,,,,,,,,,,,,,,,,
343,13,Gabe Davis,BUF,1,5,4,-,-3.3,10% (1/10),WR,119,7,,,,,,325,325,,,,,,,0,0,0,0,53.2,17,242,2,,,,,,,,,,,,,,,,,,,,0,0,0,1,10,53.9,5.4,0.90%,,,,42,20,239,12,2,22,6,,,,,,,,,,,,,,,,,,
344,13,Kalel Mullings,TEN,2,4,1,-,-,-,RB,101,10,,,,,,416,416,,,,,,,28.5,118.9,0.9,0,20.9,4.2,32.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,13,Isaiah Bond,CLE,3,5,4,-15,-,-,WR,120,9,,,,475,,395,435,,,,,,,0,0,0,0,48,18.3,221.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,13,Demarcus Robinson,SF,3,4,3,-,-0.3,31% (5/16),WR,121,14,428,,,358,,439,408.3,,,,,,,0,0.8,0,0,43,12.7,194.1,1.8,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,123.5,7.3,1.20%,,,,64,31,505,16.3,7,46,9,,,,,,,,,,,,,,,,,,
347,13,Michael Mayer,LV,2,5,3,-,-1,10% (1/10),TE,46,8,,382,,296,,341,339.7,,,,,,,,,,0.1,36.8,28.5,262.1,1.8,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,15.6,1.4,3.10%,,,,32,21,156,7.4,0,29,1,,,,,,,,,,,,,,,,,,
348,13,Jalen Milroe,SEA,1,4,3,-51,-,-,QB,37,8,311,310,,308,,293,305.5,,16.2,10.2,130.4,0.8,0.8,25.6,110.9,1,0.4,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,13,Jake Moody,CHI,2,5,4,-32,0.5,38% (5/13),K,22,5,209,220,,203,260,289,236.2,259  -36,,,,,,,,,,119.6,,,,26.3,33.7,40.7,,,,,,,,,,,,,,,,,,,,,14,118,8.4,4.20%,,,,,,,,,,,24,34,70.6,53,0,9,5,6,4,32,33,,,,,,,
350,13,Washington Commanders,WAS,3,4,2,-140,-1.4,25% (4/16),DST,23,12,,,,,,,350,,,,,,,,,,,102.9,,,,,,,46,11.4,10.3,15.9,2.1,0.5,399.3,"6,088.80",,,,,,,,,,,,,17,90,5.3,10.70%,,,,,,,,,,,,,,,,,,,,,,43,7,10,12,1,0,0
351,13,Miami Dolphins,MIA,2,5,5,-80,-1.2,37% (6/16),DST,24,12,,,,,,,351,,,,,,,,,,,92.6,,,,,,,39.8,11.1,8.9,13.5,2,0.5,393.5,"5,691.20",,,,,,,,,,,,,17,84,4.9,3.30%,,,,,,,,,,,,,,,,,,,,,,35,10,6,7,0,0,0
352,14,Dillon Gabriel,CLE,1,4,5,-23,-,-,QB,38,9,,,,469,,464,466.5,,126.2,77.9,793.2,3.9,2.9,11.4,45.2,0.4,0.8,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,14,Tai Felton,MIN,2,4,4,-,-,-,WR,122,6,,,,524,,323,423.5,,,,,,,0,1.7,0,0,27.9,10.1,118.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,14,John Metchie III,NYJ,3,4,4,-,0.5,33% (4/12),WR,123,9,314,,,378,,414,368.7,,,,,,,0,0,0,0,14.8,6.2,68.2,0.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,55.4,4.3,0.80%,,,,37,24,254,10.6,1,28,3,,,,,,,,,,,,,,,,,,
355,14,Luke Musgrave,GB,3,4,4,-,-1.5,11% (1/9),TE,47,5,249,,,333,,444,342,,,,,,,,,,0,27.1,19.3,187,1.4,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,4.5,0.6,9.40%,,,,10,7,45,6.4,0,19,0,,,,,,,,,,,,,,,,,,
356,14,LeQuint Allen Jr.,JAC,2,4,3,-,-,-,RB,102,8,,,,681,,,681,,,,,,,17,60.6,0.7,0,13.1,3.5,25.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,14,Jeremy McNichols,WAS,3,4,4,-,1.2,50% (7/14),RB,103,12,,,,391,,408,399.5,,,,,,,21.9,93,1.1,0,17.7,2.7,15.3,0,,,,,,,,,,,,,,,,,,,,55,261,4,0,17,54.8,3.2,2.70%,4.7,28,2,12,9,27,3,0,,,,,,,,,,,,,,,,,,,,
358,14,Emari Demercado,ARI,2,5,2,-,1.2,46% (6/13),RB,104,8,,,,535,,457,496,,,,,,,18.7,106.3,0.4,0,19.1,8.1,53.9,0.1,,,,,,,,,,,,,,,,,,,,24,223,1,0,13,38.7,3,23.60%,9.3,53,2,20,16,104,6.5,0,,,,,,,,,,,,,,,,,,,,
359,14,Gunnar Helm,TEN,3,5,3,-,-,-,TE,48,10,310,,,561,,485,452,,,,,,,,,,0.4,29,23,225.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,14,Hunter Renfrow,CAR,2,5,4,-,-,-,WR,124,14,290,,,362,,400,350.7,,,,,,,0,0,0,0,36.5,15.8,155.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,14,Zack Moss,FA,3,5,4,-59,-1.9,37% (3/8),RB,105,,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,242,2,1,9,58.9,6.5,1.90%,3.3,16,0,27,23,187,8.1,1,,,,,,,,,,,,,,,,,,,,
362,14,Jahan Dotson,PHI,2,5,3,-,-2.2,18% (3/16),WR,125,9,228,,,295,,477,333.3,,,,,,,0,1.7,0,0,41.1,15,180.6,1.3,,,,,,,,,,,,,,,,,,,,1,13,0,0,17,41.9,2.5,1.20%,,,,33,19,216,11.4,0,36,2,,,,,,,,,,,,,,,,,,
363,14,Curtis Samuel,BUF,3,5,4,-29,-1.8,15% (2/13),WR,126,7,393,,,359,,473,408.3,,,,,,,6.6,29.3,0.1,0.1,72.4,26.9,271.9,2.5,,,,,,,,,,,,,,,,,,,,5,14,0,0,14,63.7,4.6,1.10%,,,,46,31,253,8.2,1,38,2,,,,,,,,,,,,,,,,,,
364,14,Kirk Cousins,ATL,3,5,4,-91,-1.8,18% (3/16),QB,39,5,229,,,276,,340,281.7,,12.8,8.3,129.9,0.7,0.6,1.7,6.3,0,0.4,7.3,,,,,,,,,,,,,,,303,453,66.9,"3,508",7.7,18,16,28,23,0,0,2,14,192.3,13.7,2.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,14,Mack Hollins,NE,3,4,3,-,1.3,50% (8/16),WR,127,14,360,,,360,,503,407.7,,,,,,,0,1.7,0,0,34.4,12.3,153,1.1,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,98.8,5.8,1.00%,,,,50,31,378,12.2,5,44,4,,,,,,,,,,,,,,,,,,
366,14,Chimere Dike,TEN,3,4,2,-,-,-,WR,128,10,,,,804,,509,656.5,,,,,,,2.1,8.9,0,0,50.9,18.8,222.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,14,Allen Lazard,NYJ,3,4,4,-,2.6,54% (6/11),WR,129,9,,,,338,,302,320,,,,,,,0,0,0,0.1,77.7,27.6,354.1,2.5,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,126,10.5,0.80%,,,,60,37,530,14.3,6,52,8,,,,,,,,,,,,,,,,,,
368,14,Austin Hooper,NE,3,4,3,-,1.7,62% (10/16),TE,49,14,292,,,326,,483,367,,,,,,,,,,0.4,39.9,29.6,294.7,1.9,,,,,,,,,,,,,,,,,,,,0,0,0,1,17,63.6,3.7,0.60%,,,,59,45,476,10.6,3,38,5,,,,,,,,,,,,,,,,,,
369,14,Savion Williams,GB,3,5,3,-,-,-,WR,130,5,407,,,802,,321,510,,,,,,,4.5,19.5,0.1,0,23.6,7.6,89.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,14,Jimmy Garoppolo,LAR,3,4,3,-43,-0.2,0% (0/11),QB,40,8,301,,,405,,428,378,,28.2,18.3,209.4,1.6,0.7,1,2.9,0,0,14.2,,,,,,,,,,,,,,,27,41,65.9,334,8.1,2,1,3,2,5,0,0,1,20.9,20.9,0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,14,Zay Jones,ARI,3,5,4,-,-0.9,15% (2/13),WR,131,8,435,,,574,,469,492.7,,,,,,,0,2,0,0.1,42.1,16.6,178.5,1.3,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,16.4,1.5,0.70%,,,,11,8,84,10.5,0,25,1,,,,,,,,,,,,,,,,,,
372,14,Chad Ryland,ARI,2,4,1,-35,2.2,58% (7/12),K,23,8,433,,,269,,331,344.3,,,,,,,,,,,124.2,,,,28.4,34,39,,,,,,,,,,,,,,,,,,,,,13,125,9.6,4.80%,,,,,,,,,,,28,32,87.5,58,0,6,11,7,4,26,27,,,,,,,
373,14,Marquez Valdes-Scantling,PIT,3,5,4,-45,1.1,38% (5/13),WR,132,5,,362,,317,,301,326.7,,,,,,,0,2,0,0,24.4,7,112,1,,,,,,,,,,,,,,,,,,,,1,4,0,0,13,84.5,6.5,0.70%,,,,44,19,411,21.6,4,71,8,,,,,,,,,,,,,,,,,,
374,14,Indianapolis Colts,IND,2,4,4,-56,-0.8,37% (6/16),DST,25,11,,,,,,,374,,,,,,,,,,,99.6,,,,,,,41,12.6,9.8,15.1,2,1,403.6,"5,691.40",,,,,,,,,,,,,17,91,5.4,65.70%,,,,,,,,,,,,,,,,,,,,,,36,16,9,17,1,0,0
375,14,Cairo Santos,CHI,3,5,4,-,-0.8,31% (5/16),K,24,5,177,,,218,,348,247.7,,,,,,,,,,,117.3,,,,26.7,30.7,37.1,,,,,,,,,,,,,,,,,,,,,17,109,6.4,27.40%,,,,,,,,,,,21,25,84,54,0,4,4,5,8,25,26,,,,,,,
376,14,Van Jefferson,TEN,2,4,2,-,-0.8,31% (5/16),WR,133,10,,,,394,,482,438,,,,,,,0,0,0,0.1,65.2,23.6,303.8,1.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,63.6,4.2,0.80%,,,,40,24,276,11.5,2,43,4,,,,,,,,,,,,,,,,,,
377,14,Atlanta Falcons,ATL,2,5,4,-,0.2,31% (5/16),DST,26,5,,,,,,,377,,,,,,,,,,,92.2,,,,,,,39.3,11.6,8.5,14,1.9,0.5,414.1,"5,996.20",,,,,,,,,,,,,17,97,5.7,11.90%,,,,,,,,,,,,,,,,,,,,,,31,12,6,12,4,1,0
378,14,Justin Tucker,FA,2,5,4,-,0.4,50% (8/16),K,25,,,,,,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,143,8.4,0.80%,,,,,,,,,,,22,30,73.3,56,0,4,7,5,6,60,62,,,,,,,
379,14,Jameis Winston,NYG,2,5,4,-,2.9,60% (6/10),QB,41,14,269,,,324,,330,307.7,,11,7,199.3,1.3,0.7,2,11.3,0,0,13.8,,,,,,,,,,,,,,,181,296,61.1,"2,121",7.2,13,12,24,25,83,1,2,11,143.2,13,0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,14,Greg Dortch,ARI,2,5,4,-,-0.9,18% (3/16),WR,134,8,,,,442,,496,469,,,,,,,4.8,30.6,0.1,0.4,83.5,33,329.1,2.5,,,,,,,,,,,,,,,,,,,,5,31,0,1,17,90.3,5.3,0.80%,,,,50,37,342,9.2,3,39,2,,,,,,,,,,,,,,,,,,
381,14,Jamari Thrash,CLE,2,5,4,-,-1.1,0% (0/7),WR,135,9,,,,740,,430,585,,,,,,,0,0,0,0.1,76.2,29.5,355.8,1.9,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,5.2,0.6,0.60%,,,,7,3,22,7.3,0,11,0,,,,,,,,,,,,,,,,,,
382,14,Cade Stover,HOU,3,5,3,-,0.3,46% (6/13),TE,50,6,332,,,543,,493,456,,,,,,,,,,0,23.4,16.9,161,1.2,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,19.3,1.3,0.60%,,,,22,15,133,8.9,1,27,1,,,,,,,,,,,,,,,,,,
383,14,Tyler Goodson,IND,2,5,3,-,0.3,40% (6/15),RB,106,11,,,,456,,,456,,,,,,,52.6,180.9,1.1,0,30.5,5.7,37.8,0.4,,,,,,,,,,,,,,,,,,,,32,153,1,0,16,33.4,2.1,0.70%,4.8,33,1,15,11,61,5.5,1,,,,,,,,,,,,,,,,,,,,
